gene	ensg	gene_group	Family_count	Family_connection	PS3	BS3	External_Eval	Exclusion	Training_set
EYA1	ENSG00000104313	EYA transcriptional coactivator and phosphatases	1	2	3	0	0	0	1
MYO15A	ENSG00000091536	FERM domain containing	2	9	3	0	0	0	1
FUS	ENSG00000089280	FET protein family	4	1	3	0	0	0	1
COL5A1	ENSG00000130635	Fibrillar collagens	1	7	3	0	0	0	1
FLNC	ENSG00000128591	Filamin family	1	3	3	0	0	0	1
CYB5R3	ENSG00000100243	Flavoproteins	1	42	3	0	0	0	1
DLD	ENSG00000091140	Flavoproteins	3	42	3	0	0	0	1
ACADSB	ENSG00000196177	Flavoproteins	2	42	3	0	0	0	1
SLC52A3	ENSG00000101276	Flavoproteins	2	42	3	0	0	0	1
FOXL2	ENSG00000183770	Forkhead boxes	1	7	3	0	0	0	1
FOXP1	ENSG00000114861	Forkhead boxes	2	7	3	0	0	0	1
GNAO1	ENSG00000087258	"G protein subunits alpha, group i"	2	1	3	0	0	0	1
FZD4	ENSG00000174804	"G protein-coupled receptors, Class F frizzled"	2	3	3	0	0	0	1
GABRB2	ENSG00000145864	Gamma-aminobutyric acid type A receptor subunits	1	6	3	0	0	0	1
SMARCA4	ENSG00000127616	GBAF complex subunits	5	3	3	0	0	0	1
ACTB	ENSG00000075624	GBAF complex subunits	4	3	3	0	0	0	1
ERCC3	ENSG00000163161	General transcription factor IIH complex subunits	4	2	3	0	0	0	1
PROS1	ENSG00000184500	Gla domain containing	1	6	3	0	0	0	1
F2	ENSG00000180210	Gla domain containing	3	6	3	0	0	0	1
GHRHR	ENSG00000106128	Glucagon receptor family	1	1	3	0	0	0	1
GBA2	ENSG00000070610	Glucosylceramidases	2	2	3	0	0	0	1
LHCGR	ENSG00000138039	Glycoprotein hormone receptors	1	3	3	0	0	0	1
GBA2	ENSG00000070610	Glycoside hydrolase family	2	7	3	0	0	0	1
DPM1	ENSG00000000419	Glycosyltransferase family 2	2	1	3	0	0	0	1
HBA2	ENSG00000188536	Hemoglobin subunits	2	4	3	0	0	0	1
FUS	ENSG00000089280	Heterogeneous nuclear ribonucleoproteins	4	1	3	0	0	0	1
HNF1B	ENSG00000275410	HNF class homeoboxes	1	2	3	0	0	0	1
HOXD13	ENSG00000128714	HOXL subclass homeoboxes	1	3	3	0	0	0	1
IL36RN	ENSG00000136695	Interleukins	1	1	3	0	0	0	1
NEFL	ENSG00000277586	Intermediate filaments Type IV	3	1	3	0	0	0	1
PKHD1	ENSG00000170927	IPT domain containing	1	5	3	0	0	0	1
KIF5A	ENSG00000155980	Kinesins	1	8	3	0	0	0	1
RPL10	ENSG00000147403	L ribosomal proteins	2	2	3	0	0	0	1
ACY1	ENSG00000243989	M20 metallopeptidases	1	1	3	0	0	0	1
MED12	ENSG00000184634	Mediator complex	1	5	3	0	0	0	1
MC2R	ENSG00000185231	Melanocortin receptors	1	3	3	0	0	0	1
CASK	ENSG00000147044	Membrane associated guanylate kinases	3	3	3	0	0	0	1
MAT1A	ENSG00000151224	Methionine adenosyltransferase family	1	1	3	0	0	0	1
NMNAT1	ENSG00000173614	MicroRNA protein coding host genes	1	114	3	0	0	0	1
COL17A1	ENSG00000065618	MicroRNA protein coding host genes	2	114	3	0	0	0	1
MRE11	ENSG00000020922	MicroRNA protein coding host genes	3	114	3	0	0	0	1
NEFL	ENSG00000277586	MicroRNA protein coding host genes	3	114	3	0	0	0	1
HPS1	ENSG00000107521	MicroRNA protein coding host genes	2	114	3	0	0	0	1
SYNGAP1	ENSG00000197283	MicroRNA protein coding host genes	2	114	3	0	0	0	1
CLCN5	ENSG00000171365	MicroRNA protein coding host genes	2	114	3	0	0	0	1
ERI1	ENSG00000104626	MicroRNA protein coding host genes	2	114	3	0	0	0	1
FOXP1	ENSG00000114861	MicroRNA protein coding host genes	2	114	3	0	0	0	1
GNAO1	ENSG00000087258	MicroRNA protein coding host genes	2	114	3	0	0	0	1
SH3TC2	ENSG00000169247	MicroRNA protein coding host genes	2	114	3	0	0	0	1
NUP133	ENSG00000069248	Minor histocompatibility antigens	2	5	3	0	0	0	1
MT-ATP6	ENSG00000198899	Mitochondrial complex V: ATP synthase subunits	2	3	3	0	0	0	1
NFU1	ENSG00000169599	Mitochondrial iron-sulfur assembly components	1	5	3	0	0	0	1
NDUFAF2	ENSG00000164182	Mitochondrial respiratory chain complex assembly factors	1	19	3	0	0	0	1
MRPS34	ENSG00000074071	Mitochondrial ribosomal proteins	2	5	3	0	0	0	1
MT-ATP6	ENSG00000198899	Mitochondrially encoded protein coding genes	2	6	3	0	0	0	1
MT-ND6	ENSG00000198695	Mitochondrially encoded protein coding genes	2	6	3	0	0	0	1
MFN2	ENSG00000116688	Mitofusin family	1	1	3	0	0	0	1
MAP2K2	ENSG00000126934	Mitogen-activated protein kinase kinases	1	2	3	0	0	0	1
CEP290	ENSG00000198707	MKS complex	1	7	3	0	0	0	1
MKS1	ENSG00000011143	MKS complex	2	7	3	0	0	0	1
B9D2	ENSG00000123810	MKS complex	2	7	3	0	0	0	1
MRE11	ENSG00000020922	MRN complex	3	3	3	0	0	0	1
MTOR	ENSG00000198793	MTOR complex 1	3	1	3	0	0	0	1
MTOR	ENSG00000198793	MTOR complex 2	3	1	3	0	0	0	1
F5	ENSG00000198734	Multicopper oxidase family	2	2	3	0	0	0	1
MYH3	ENSG00000109063	"Myosin heavy chains, class II"	1	5	3	0	0	0	1
MYO15A	ENSG00000091536	"Myosin heavy chains, class XV"	2	1	3	0	0	0	1
MYL3	ENSG00000160808	"Myosin light chains, class 1"	1	1	3	0	0	0	1
NDUFS7	ENSG00000115286	NADH:ubiquinone oxidoreductase core subunits	1	9	3	0	0	0	1
MT-ND6	ENSG00000198695	NADH:ubiquinone oxidoreductase core subunits	2	9	3	0	0	0	1
PCDH19	ENSG00000165194	Non-clustered protocadherins	1	2	3	0	0	0	1
NR0B1	ENSG00000169297	Nuclear receptor subfamily 0 group B	1	1	3	0	0	0	1
NUP133	ENSG00000069248	Nucleoporins	2	7	3	0	0	0	1
DLD	ENSG00000091140	Oxoglutarate dehydrogenase complex	3	1	3	0	0	0	1
ACTB	ENSG00000075624	PBAF complex subunits	4	3	3	0	0	0	1
SMARCA4	ENSG00000127616	PBAF complex subunits	5	3	3	0	0	0	1
CASK	ENSG00000147044	PDZ domain containing	3	10	3	0	0	0	1
HTRA1	ENSG00000166033	PDZ domain containing	2	10	3	0	0	0	1
PEX1	ENSG00000127980	Peroxins	2	9	3	0	0	0	1
PPARG	ENSG00000132170	Peroxisome proliferator activated receptors	1	1	3	0	0	0	1
PIGN	ENSG00000197563	Phosphatidylinositol glycan anchor biosynthesis	1	8	3	0	0	0	1
PIGG	ENSG00000174227	Phosphatidylinositol glycan anchor biosynthesis	2	8	3	0	0	0	1
ARX	ENSG00000004848	PRD class homeoboxes and pseudogenes	1	16	3	0	0	0	1
CRTAP	ENSG00000170275	Prolyl 3-hydroxylase family	1	2	3	0	0	0	1
CLCN7	ENSG00000103249	Protein phosphatase 1 regulatory subunits	2	19	3	0	0	0	1
SACS	ENSG00000151835	Protein phosphatase 1 regulatory subunits	2	19	3	0	0	0	1
NEFL	ENSG00000277586	Protein phosphatase 1 regulatory subunits	3	19	3	0	0	0	1
PPP2R5D	ENSG00000112640	Protein phosphatase 2 regulatory subunits	2	1	3	0	0	0	1
HBA2	ENSG00000188536	Proteins encoded by multiple genes	2	3	3	0	0	0	1
DLD	ENSG00000091140	Pyruvate dehydrogenase complex	3	3	3	0	0	0	1
RAB27A	ENSG00000069974	"RAB, member RAS oncogene GTPases"	1	3	3	0	0	0	1
THPO	ENSG00000090534	Receptor ligands	1	19	3	0	0	0	1
F2	ENSG00000180210	Receptor ligands	3	19	3	0	0	0	1
WRN	ENSG00000165392	RecQ like helicases	2	3	3	0	0	0	1
IFIH1	ENSG00000115267	RIG-I RNA sensor family	2	1	3	0	0	0	1
NHLRC1	ENSG00000187566	Ring finger proteins	1	15	3	0	0	0	1
TARDBP	ENSG00000120948	RNA binding motif containing	1	9	3	0	0	0	1
RBM8A	ENSG00000265241	RNA binding motif containing	3	9	3	0	0	0	1
FUS	ENSG00000089280	RNA binding motif containing	4	9	3	0	0	0	1
HTRA1	ENSG00000166033	Serine proteases	2	3	3	0	0	0	1
ABL1	ENSG00000097007	SH2 domain containing	2	13	3	0	0	0	1
GALE	ENSG00000117308	Short chain dehydrogenase/reductase superfamily	1	13	3	0	0	0	1
QDPR	ENSG00000151552	Short chain dehydrogenase/reductase superfamily	1	13	3	0	0	0	1
RPL10	ENSG00000147403	Small nucleolar RNA protein coding host genes	2	14	3	0	0	0	1
MRPS34	ENSG00000074071	Small subunit mitochondrial ribosomal proteins	2	3	3	0	0	0	1
SMARCA4	ENSG00000127616	SNF2 related family	5	10	3	0	0	0	1
SLC12A1	ENSG00000074803	Solute carrier family 12	1	3	3	0	0	0	1
SLC25A1	ENSG00000100075	Solute carrier family 25	1	10	3	0	0	0	1
SLC25A22	ENSG00000177542	Solute carrier family 25	1	10	3	0	0	0	1
SLC3A1	ENSG00000138079	Solute carrier family 3	1	1	3	0	0	0	1
SLC39A8	ENSG00000138821	Solute carrier family 39 	1	3	3	0	0	0	1
SLC40A1	ENSG00000138449	Solute carrier family 40	1	1	3	0	0	0	1
SLC52A3	ENSG00000101276	Solute carrier family 52	2	2	3	0	0	0	1
SLC6A1	ENSG00000157103	Solute carrier family 6	1	4	3	0	0	0	1
SLC6A5	ENSG00000165970	Solute carrier family 6	1	4	3	0	0	0	1
SLC7A9	ENSG00000021488	Solute carrier family 7	1	2	3	0	0	0	1
SPTAN1	ENSG00000197694	Spectrins	2	5	3	0	0	0	1
RBM8A	ENSG00000265241	Spliceosomal P complex	3	5	3	0	0	0	1
SOX5	ENSG00000134532	SRY-box transcription factors	1	6	3	0	0	0	1
EPHB4	ENSG00000196411	Sterile alpha motif domain containing	2	6	3	0	0	0	1
CD46	ENSG00000117335	Sushi domain containing	3	6	3	0	0	0	1
SH3TC2	ENSG00000169247	Tetratricopeptide repeat domain containing	2	8	3	0	0	0	1
THOC6	ENSG00000131652	THO complex	2	2	3	0	0	0	1
COMP	ENSG00000105664	Thrombospondin family	1	1	3	0	0	0	1
TGM5	ENSG00000104055	Transglutaminases	1	2	3	0	0	0	1
PKD2	ENSG00000118762	Transient receptor potential cation channels	2	6	3	0	0	0	1
GFM1	ENSG00000168827	Translational GTPases	1	3	3	0	0	0	1
TMC1	ENSG00000165091	Transmembrane channel like family	1	1	3	0	0	0	1
COL17A1	ENSG00000065618	Transmembrane collagens	2	1	3	0	0	0	1
DCT	ENSG00000080166	Tyrosinase family	1	2	3	0	0	0	1
UBA5	ENSG00000081307	Ubiquitin like modifier activating enzymes	1	2	3	0	0	0	1
UBA1	ENSG00000130985	Ubiquitin like modifier activating enzymes	2	2	3	0	0	0	1
AHI1	ENSG00000135541	WD repeat domain containing	1	26	3	0	0	0	1
THOC6	ENSG00000131652	WD repeat domain containing	2	26	3	0	0	0	1
ERCC3	ENSG00000163161	Xeroderma pigmentosum complementation groups	4	7	3	0	0	0	1
FUS	ENSG00000089280	Zinc fingers RANBP2-type	4	2	3	0	0	0	1
AFG3L2	ENSG00000141385	AAA ATPases	1	11	4	0	0	0	1
LARS2	ENSG00000011376	"Aminoacyl tRNA synthetases, Class I"	1	9	4	0	0	0	1
DARS2	ENSG00000117593	"Aminoacyl tRNA synthetases, Class II"	1	9	4	0	0	0	1
KRIT1	ENSG00000001631	Ankyrin repeat domain containing	4	22	4	0	0	0	1
AVPR2	ENSG00000126895	Arginine vasopressin and oxytocin receptors	1	1	4	0	0	0	1
PPP2R1A	ENSG00000105568	Armadillo like helical domain containing	4	30	4	0	0	0	1
ATP7A	ENSG00000165240	ATPase copper transporting	1	2	4	0	0	0	1
SLC4A1	ENSG00000004939	Blood group antigens	3	6	4	0	0	0	1
ERCC6	ENSG00000225830	B-WICH chromatin-remodelling complex subunits	3	1	4	0	0	0	1
CARD11	ENSG00000198286	Caspase recruitment domain containing	4	8	4	0	0	0	1
CARD11	ENSG00000198286	CBM complex	4	1	4	0	0	0	1
KRIT1	ENSG00000001631	CCM adhesion complex	4	2	4	0	0	0	1
ITGB2	ENSG00000160255	CD molecules	3	45	4	0	0	0	1
TNFRSF13B	ENSG00000240505	CD molecules	2	45	4	0	0	0	1
SLC4A1	ENSG00000004939	CD molecules	3	45	4	0	0	0	1
CHRNA1	ENSG00000138435	Cholinergic receptors nicotinic subunits	1	5	4	0	0	0	1
CDKL5	ENSG00000008086	Cilia and flagella associated	2	9	4	0	0	0	1
ITGB2	ENSG00000160255	Complement system regulators and receptors	3	6	4	0	0	0	1
CFH	ENSG00000000971	Complement system regulators and receptors	2	6	4	0	0	0	1
CDKL5	ENSG00000008086	Cyclin dependent kinases	2	5	4	0	0	0	1
CYP24A1	ENSG00000019186	Cytochrome P450 family 24	1	1	4	0	0	0	1
SOS2	ENSG00000100485	Dbl family Rho GEFs	2	5	4	0	0	0	1
DDX3X	ENSG00000215301	DEAD-box helicases	1	5	4	0	0	0	1
NPR2	ENSG00000159899	DENN domain containing	2	2	4	0	0	0	1
TK2	ENSG00000166548	Deoxyribonucleoside kinases	1	2	4	0	0	0	1
POMT1	ENSG00000130714	Dolichyl D-mannosyl phosphate dependent mannosyltransferases	1	6	4	0	0	0	1
DYNC1H1	ENSG00000197102	Dynein 1 complex subunits	1	1	4	0	0	0	1
GUCA1A	ENSG00000048545	EF-hand domain containing	1	23	4	0	0	0	1
ERCC6	ENSG00000225830	ERCC excision repair associated	3	7	4	0	0	0	1
ERCC8	ENSG00000049167	ERCC excision repair associated	2	7	4	0	0	0	1
FA2H	ENSG00000103089	Fatty acid hydroxylase domain containing	1	2	4	0	0	0	1
KRIT1	ENSG00000001631	FERM domain containing	4	9	4	0	0	0	1
COL2A1	ENSG00000139219	Fibrillar collagens	1	7	4	0	0	0	1
FBP1	ENSG00000165140	"Fructose-1,6-bisphosphatases"	1	1	4	0	0	0	1
GABRB3	ENSG00000166206	Gamma-aminobutyric acid type A receptor subunits	1	6	4	0	0	0	1
GATA2	ENSG00000179348	GATA zinc finger domain containing	1	5	4	0	0	0	1
NAGS	ENSG00000161653	GCN5 related N-acetyltransferases	1	4	4	0	0	0	1
F7	ENSG00000057593	Gla domain containing	1	6	4	0	0	0	1
KMT2D	ENSG00000167548	Histone lysine methyltransferases	3	5	4	0	0	0	1
IFT140	ENSG00000187535	IFT-A complex	2	3	4	0	0	0	1
ITGB2	ENSG00000160255	Integrin beta subunits	3	2	4	0	0	0	1
MET	ENSG00000105976	IPT domain containing	2	5	4	0	0	0	1
SYNE1	ENSG00000131018	KASH domain containing	2	1	4	0	0	0	1
KCTD7	ENSG00000243335	KCTD family	1	1	4	0	0	0	1
KRT5	ENSG00000186081	"Keratins, type II"	1	4	4	0	0	0	1
LAMA2	ENSG00000196569	Laminin subunits	1	3	4	0	0	0	1
LMNB1	ENSG00000113368	Lamins	1	2	4	0	0	0	1
PHEX	ENSG00000102174	M13 metallopeptidases	1	1	4	0	0	0	1
DPYS	ENSG00000147647	M38 metallopeptidases	1	1	4	0	0	0	1
ETHE1	ENSG00000105755	MBL domain containing glyoxalase 2 subfamily	1	1	4	0	0	0	1
CARD11	ENSG00000198286	Membrane associated guanylate kinases	4	3	4	0	0	0	1
COLQ	ENSG00000206561	MicroRNA protein coding host genes	1	114	4	0	0	0	1
KRIT1	ENSG00000001631	MicroRNA protein coding host genes	4	114	4	0	0	0	1
NOTCH3	ENSG00000074181	MicroRNA protein coding host genes	2	114	4	0	0	0	1
TCIRG1	ENSG00000110719	MicroRNA protein coding host genes	2	114	4	0	0	0	1
PPP2R1A	ENSG00000105568	MicroRNA protein coding host genes	4	114	4	0	0	0	1
TYMP	ENSG00000025708	Minor histocompatibility antigens	1	5	4	0	0	0	1
CP	ENSG00000047457	Multicopper ferroxidase family	1	1	4	0	0	0	1
NDUFS4	ENSG00000164258	NADH:ubiquinone oxidoreductase supernumerary subunits	1	5	4	0	0	0	1
COL4A3	ENSG00000169031	Network forming collagens	1	4	4	0	0	0	1
NLRP3	ENSG00000162711	NLR family	2	7	4	0	0	0	1
NOTCH3	ENSG00000074181	Notch receptors	2	3	4	0	0	0	1
CARD11	ENSG00000198286	PDZ domain containing	4	10	4	0	0	0	1
PEX26	ENSG00000215193	Peroxins	1	9	4	0	0	0	1
PEX2	ENSG00000164751	Peroxins	2	9	4	0	0	0	1
KMT2D	ENSG00000167548	PHD finger proteins	3	8	4	0	0	0	1
SOS2	ENSG00000100485	Pleckstrin homology domain containing	2	16	4	0	0	0	1
KCNJ1	ENSG00000151704	Potassium inwardly rectifying channel subfamily J	1	5	4	0	0	0	1
KCNE1	ENSG00000180509	Potassium voltage-gated channel regulatory subunits	1	2	4	0	0	0	1
PHOX2B	ENSG00000109132	PRD class homeoboxes and pseudogenes	1	16	4	0	0	0	1
PITX2	ENSG00000164093	PRD class homeoboxes and pseudogenes	1	16	4	0	0	0	1
PROP1	ENSG00000175325	PRD class homeoboxes and pseudogenes	1	16	4	0	0	0	1
CASQ2	ENSG00000118729	Protein disulfide isomerases	1	3	4	0	0	0	1
MAPT	ENSG00000186868	Protein phosphatase 1 regulatory subunits	1	19	4	0	0	0	1
PPP2R1A	ENSG00000105568	Protein phosphatase 2 scaffold subunits	4	1	4	0	0	0	1
SMN1	ENSG00000172062	Proteins encoded by multiple genes	3	3	4	0	0	0	1
NLRP3	ENSG00000162711	Pyrin domain containing	2	5	4	0	0	0	1
RAC1	ENSG00000136238	Receptor ligands	2	19	4	0	0	0	1
MET	ENSG00000105976	Receptor tyrosine kinases	2	13	4	0	0	0	1
CDC42	ENSG00000070831	Rho family GTPases	1	3	4	0	0	0	1
RAC1	ENSG00000136238	Rho family GTPases	2	3	4	0	0	0	1
SBDS	ENSG00000126524	Ribosomal biogenesis factors	1	3	4	0	0	0	1
RLIM	ENSG00000131263	Ring finger proteins	1	15	4	0	0	0	1
PEX2	ENSG00000164751	Ring finger proteins	2	15	4	0	0	0	1
KMT2D	ENSG00000167548	SET domain containing	3	6	4	0	0	0	1
STAT1	ENSG00000115415	SH2 domain containing	1	13	4	0	0	0	1
SMAD3	ENSG00000166949	SMAD family	1	3	4	0	0	0	1
SMN1	ENSG00000172062	SMN complex	3	1	4	0	0	0	1
ERCC6	ENSG00000225830	SNF2 related family	3	10	4	0	0	0	1
SLC12A6	ENSG00000140199	Solute carrier family 12	1	3	4	0	0	0	1
SLC4A1	ENSG00000004939	Solute carrier family 4	3	2	4	0	0	0	1
SLC7A7	ENSG00000155465	Solute carrier family 7	1	2	4	0	0	0	1
SYNE1	ENSG00000131018	Spectrin repeat containing nuclear envelope family	2	1	4	0	0	0	1
SETX	ENSG00000107290	SSU processome	2	1	4	0	0	0	1
SAMD9	ENSG00000205413	Sterile alpha motif domain containing	1	6	4	0	0	0	1
SAMHD1	ENSG00000101347	Sterile alpha motif domain containing	1	6	4	0	0	0	1
PPP2R1A	ENSG00000105568	STRIPAK complex	4	1	4	0	0	0	1
CFH	ENSG00000000971	Sushi domain containing	2	6	4	0	0	0	1
TBC1D24	ENSG00000162065	TLDc domain containing	1	1	4	0	0	0	1
MCOLN1	ENSG00000090674	Transient receptor potential cation channels	1	6	4	0	0	0	1
GUCY2D	ENSG00000132518	Transmembrane guanylate cyclases	1	2	4	0	0	0	1
NPR2	ENSG00000159899	Transmembrane guanylate cyclases	2	2	4	0	0	0	1
TPM2	ENSG00000198467	Tropomyosins	1	3	4	0	0	0	1
SMN1	ENSG00000172062	Tudor domain containing	3	2	4	0	0	0	1
EDAR	ENSG00000135960	Tumor necrosis factor receptor superfamily	1	4	4	0	0	0	1
TNFRSF13B	ENSG00000240505	Tumor necrosis factor receptor superfamily	2	4	4	0	0	0	1
SETX	ENSG00000107290	UPF1 like RNA helicases	2	2	4	0	0	0	1
IGHMBP2	ENSG00000132740	UPF1 like RNA helicases	2	2	4	0	0	0	1
TCIRG1	ENSG00000110719	V-type ATPase subunits	2	7	4	0	0	0	1
ERCC8	ENSG00000049167	WD repeat domain containing	2	26	4	0	0	0	1
IFT140	ENSG00000187535	WD repeat domain containing	2	26	4	0	0	0	1
XPA	ENSG00000136936	Xeroderma pigmentosum complementation groups	1	7	4	0	0	0	1
IGHMBP2	ENSG00000132740	Zinc fingers AN1-type	2	1	4	0	0	0	1
WT1	ENSG00000184937	Zinc fingers C2H2-type	1	15	4	0	0	0	1
ACTG1	ENSG00000184009	Actins	1	6	5	0	0	0	1
FUCA1	ENSG00000179163	Alpha-L-fucosidases	1	1	5	0	0	0	1
ATL1	ENSG00000198513	Atlastins	1	1	5	0	0	0	1
ABCB11	ENSG00000073734	ATP binding cassette subfamily B	1	3	5	0	0	0	1
ATP2A2	ENSG00000174437	ATPases Ca2+ transporting	1	3	5	0	0	0	1
BBS1	ENSG00000174483	BBSome	1	4	5	0	0	0	1
RPGRIP1L	ENSG00000103494	C2 domain containing	2	5	5	0	0	0	1
CTSA	ENSG00000064601	Cathepsins	1	3	5	0	0	0	1
IL2RG	ENSG00000147168	CD molecules	3	45	5	0	0	0	1
BSND	ENSG00000162399	Chloride voltage-gated channels	1	7	5	0	0	0	1
BCHE	ENSG00000114200	Cholinesterase family	1	1	5	0	0	0	1
COL6A1	ENSG00000142156	Collagens	1	4	5	0	0	0	1
HCN4	ENSG00000138622	Cyclic nucleotide gated channels	1	4	5	0	0	0	1
TRIO	ENSG00000038382	Dbl family Rho GEFs	3	5	5	0	0	0	1
DGUOK	ENSG00000114956	Deoxyribonucleoside kinases	1	2	5	0	0	0	1
DEPDC5	ENSG00000100150	DEP domain containing	2	2	5	0	0	0	1
POLA1	ENSG00000101868	DNA polymerases	1	6	5	0	0	0	1
DYRK1A	ENSG00000157540	Dual-specificity tyrosine-regulated kinase family	1	1	5	0	0	0	1
SLC25A13	ENSG00000004864	EF-hand domain containing	3	23	5	0	0	0	1
IL2RG	ENSG00000147168	Fibronectin type III domain containing	3	17	5	0	0	0	1
SLC52A2	ENSG00000185803	Flavoproteins	2	42	5	0	0	0	1
GNAS	ENSG00000087460	"G protein subunits alpha, group s"	2	1	5	0	0	0	1
GJA1	ENSG00000152661	Gap junction proteins	1	6	5	0	0	0	1
DEPDC5	ENSG00000100150	GATOR1 subcomplex	2	2	5	0	0	0	1
F9	ENSG00000101981	Gla domain containing	1	6	5	0	0	0	1
GRIN1	ENSG00000176884	Glutamate ionotropic receptor NMDA type subunits	1	3	5	0	0	0	1
CPS1	ENSG00000021826	Glutamine amidotransferase class 1 domain containing	1	2	5	0	0	0	1
SI	ENSG00000090402	Glycoside hydrolase family 31	1	2	5	0	0	0	1
GNAS	ENSG00000087460	Granins	2	1	5	0	0	0	1
MPO	ENSG00000005381	Heme peroxidase family	1	2	5	0	0	0	1
TPO	ENSG00000115705	Heme peroxidase family	2	2	5	0	0	0	1
HDAC8	ENSG00000147099	"Histone deacetylases, class I"	1	1	5	0	0	0	1
NTRK1	ENSG00000198400	Immunoglobulin like domain containing	2	7	5	0	0	0	1
ITPR1	ENSG00000150995	"Inositol 1,4,5-triphosphate receptors"	2	1	5	0	0	0	1
IRF6	ENSG00000117595	Interferon regulatory factors 	1	1	5	0	0	0	1
IL2RG	ENSG00000147168	Interleukin receptors	3	5	5	0	0	0	1
TRIO	ENSG00000038382	I-set domain containing	3	18	5	0	0	0	1
LAMB3	ENSG00000196878	Laminin subunits	2	3	5	0	0	0	1
PEPD	ENSG00000124299	M24 metallopeptidase family	1	1	5	0	0	0	1
MCCC1	ENSG00000078070	Methylcrotonyl-CoA carboxylase subunits	1	2	5	0	0	0	1
SLC25A15	ENSG00000102743	MicroRNA protein coding host genes	2	114	5	0	0	0	1
SLC25A13	ENSG00000004864	MicroRNA protein coding host genes	3	114	5	0	0	0	1
LAMB3	ENSG00000196878	MicroRNA protein coding host genes	2	114	5	0	0	0	1
COX15	ENSG00000014919	Mitochondrial respiratory chain complex assembly factors	1	19	5	0	0	0	1
TMEM67	ENSG00000164953	MKS complex	1	7	5	0	0	0	1
NR2E3	ENSG00000278570	Nuclear receptor subfamily 2 group E	1	1	5	0	0	0	1
AAAS	ENSG00000094914	Nucleoporins	2	7	5	0	0	0	1
CHD3	ENSG00000170004	NuRD complex subunits	4	1	5	0	0	0	1
PAX6	ENSG00000007372	Paired boxes	2	5	5	0	0	0	1
PSEN1	ENSG00000080815	Peptidase family A22	1	2	5	0	0	0	1
PEX10	ENSG00000157911	Peroxins	2	9	5	0	0	0	1
CHD3	ENSG00000170004	PHD finger proteins	4	8	5	0	0	0	1
BTK	ENSG00000010671	Pleckstrin homology domain containing	3	16	5	0	0	0	1
KCNJ10	ENSG00000177807	Potassium inwardly rectifying channel subfamily J	1	5	5	0	0	0	1
KCNJ11	ENSG00000187486	Potassium inwardly rectifying channel subfamily J	1	5	5	0	0	0	1
PAX6	ENSG00000007372	PRD class homeoboxes and pseudogenes	2	16	5	0	0	0	1
RPGRIP1L	ENSG00000103494	Protein phosphatase 1 regulatory subunits	2	19	5	0	0	0	1
ITPR1	ENSG00000150995	Protein phosphatase 1 regulatory subunits	2	19	5	0	0	0	1
NTRK1	ENSG00000198400	Receptor tyrosine kinases	2	13	5	0	0	0	1
RAPSN	ENSG00000165917	Ring finger proteins	1	15	5	0	0	0	1
PEX10	ENSG00000157911	Ring finger proteins	2	15	5	0	0	0	1
POLR3A	ENSG00000148606	RNA polymerase subunits	1	5	5	0	0	0	1
RUNX2	ENSG00000124813	Runt-related transcription factors	1	2	5	0	0	0	1
DEAF1	ENSG00000177030	SAND domain containing	2	2	5	0	0	0	1
PIK3R1	ENSG00000145675	SH2 domain containing	1	13	5	0	0	0	1
BTK	ENSG00000010671	SH2 domain containing	3	13	5	0	0	0	1
POT1	ENSG00000128513	Shelterin complex	1	3	5	0	0	0	1
HSD17B3	ENSG00000130948	Short chain dehydrogenase/reductase superfamily	1	13	5	0	0	0	1
RDH12	ENSG00000139988	Short chain dehydrogenase/reductase superfamily	1	13	5	0	0	0	1
CHD3	ENSG00000170004	Small nucleolar RNA protein coding host genes	4	14	5	0	0	0	1
ATRX	ENSG00000085224	SNF2 related family	1	10	5	0	0	0	1
CHD3	ENSG00000170004	SNF2 related family	4	10	5	0	0	0	1
SCN9A	ENSG00000169432	Sodium voltage-gated channel alpha subunits	1	8	5	0	0	0	1
OCA2	ENSG00000104044	Solute carrier family 13	1	2	5	0	0	0	1
SLC17A5	ENSG00000119899	Solute carrier family 17	1	1	5	0	0	0	1
SLC20A2	ENSG00000168575	Solute carrier family 20	1	1	5	0	0	0	1
SLC25A13	ENSG00000004864	Solute carrier family 25	3	10	5	0	0	0	1
SLC25A15	ENSG00000102743	Solute carrier family 25	2	10	5	0	0	0	1
SLC4A11	ENSG00000088836	Solute carrier family 4	1	2	5	0	0	0	1
SLC52A2	ENSG00000185803	Solute carrier family 52	2	2	5	0	0	0	1
SLC6A19	ENSG00000174358	Solute carrier family 6	1	4	5	0	0	0	1
SOX2	ENSG00000181449	SRY-box transcription factors	1	6	5	0	0	0	1
TPO	ENSG00000115705	Sushi domain containing	2	6	5	0	0	0	1
TBX5	ENSG00000089225	T-box transcription factors	1	4	5	0	0	0	1
BTK	ENSG00000010671	Tec family tyrosine kinases	3	1	5	0	0	0	1
TRIO	ENSG00000038382	TRIO family	3	1	5	0	0	0	1
TUBA1A	ENSG00000167552	Tubulins	1	10	5	0	0	0	1
UNC13D	ENSG00000092929	UNC13 homologs	1	1	5	0	0	0	1
AAAS	ENSG00000094914	WD repeat domain containing	2	26	5	0	0	0	1
MORC2	ENSG00000133422	Zinc fingers CW-type	1	1	5	0	0	0	1
DEAF1	ENSG00000177030	Zinc fingers MYND-type	2	1	5	0	0	0	1
